record_id,fecha_de_inicio,fecha_de_fin,fecha_del_registro,nombre_de_la_actividad,tipo_de_actividad,qu_tem_tica_s_aborda_la_ac,en_qu_estrategia_plan_inte,asist_total,asist_hombres,asist_mujeres,n_mero_de_horas,n_mero_de_sesiones,apellidos_y_nombre,distrito0,unidad_asistencial,unidad_asistencial_2,sexo,categor_a_profesional,especialidad_de_enfermer_a,horario,localidad_donde_se_realiza,es_una_zona_desfavorecidas,lugar_de_realizaci_n_de_la,poblaci_n_destinataria,observaciones_sobre_la_act
5073,19/05/2025,19/05/2025,19/05/2025,Rehabilitación cardiaca grupal,23,1,9,15,4,11,2.6,4,"Bravo Zamora, Amparo",1,,4,1,2,,0,Municipio Metro,0,6,6,
5074,22/04/2025,22/04/2025,22/04/2025,Taller Forma Joven,21,1,6,18,7,11,2.3,1,"Parra Lara, Irene",0,12,,1,3,,1,Granada,0,7,10,
5075,03/11/2025,03/11/2025,03/11/2025,Mapeo de activos comunitarios,14,27,6,19,6,13,2.5,3,"Álvarez Trujillo, Natalia",0,2,,1,6,,2,Granada,0,8,2,
5076,16/02/2024,16/02/2024,16/02/2024,Mesa de salud escolar,0,10,22,17,7,10,3.0,1,"Tejada Lara, Verónica",1,,7,1,6,,2,Municipio Metro,0,9,6,
5077,18/04/2024,18/04/2024,18/04/2024,Intervención salud mental comunitaria,3,18,20,10,3,7,2.7,1,"Muñoz Lozano, Adrián",0,12,,1,8,,1,Granada,0,2,7,
5078,06/09/2024,06/09/2024,06/09/2024,Mesa de salud escolar,4,5,21,15,6,9,0.6,4,"Zamora Contreras, Beatriz",1,,10,0,6,,1,Municipio Metro,0,8,3,
5079,14/10/2024,14/10/2024,14/10/2024,PSIA sesión grupal,3,21,14,29,16,13,3.4,3,"Lozano Ruiz, Sandra",1,,19,1,6,,1,Municipio Metro,0,0,3,
5080,18/09/2024,18/09/2024,18/09/2024,Taller activos salud mental,3,26,18,19,4,15,3.1,1,"Cañas Prieto, Ignacio",0,2,,1,9,,1,Granada,0,1,7,
5081,07/11/2024,07/11/2024,07/11/2024,Intervención familias vulnerables,22,5,18,10,2,8,4.0,3,"Marín Gómez, Sofía",1,,1,1,13,,2,Municipio Metro,1,4,0,
5082,18/11/2024,18/11/2024,18/11/2024,Charla prevención cardiovascular,3,3,25,13,6,7,3.9,3,"Escribano Álvarez, Gloria",1,,14,1,6,,1,Municipio Metro,0,4,1,
5083,16/11/2025,16/11/2025,16/11/2025,Jornada salud comunitaria barrio,0,3,19,25,14,11,1.8,3,"Crespo Navajas, Marta",1,,2,1,6,,1,Municipio Metro,0,4,7,
5084,24/11/2024,24/11/2024,24/11/2024,Intervención social RELAS,22,4,18,11,3,8,3.1,3,"Marín Gómez, Sofía",1,,3,1,13,,1,Municipio Metro,1,9,3,
5085,23/12/2025,23/12/2025,23/12/2025,Sesión GRAFA,9,16,10,15,6,9,2.9,1,"Vargas Crespo, Antonia",0,10,,0,2,,2,Granada,0,1,4,
5086,08/02/2024,08/02/2024,08/02/2024,Taller PRIA violencia género,23,20,14,15,4,11,1.3,4,"Suárez Duarte, Blanca",1,,13,1,13,,1,Municipio Metro,0,0,14,
5087,10/12/2024,10/12/2024,10/12/2024,Educación maternal,6,17,16,9,2,7,3.5,2,"Montilla Medina, Eva",0,3,,1,2,,2,Granada,0,0,14,
5088,18/05/2024,18/05/2024,18/05/2024,Sesión GRAFA,10,10,9,12,3,9,1.6,1,"Blanco Álvarez, Cristina",0,3,,1,2,,1,Granada,1,1,6,
5089,25/03/2024,25/03/2024,25/03/2024,Taller actividad física infantil,11,21,21,8,3,5,3.0,2,"Santos Romero, Rebeca",0,1,,1,7,,1,Granada,0,2,1,
5090,23/03/2025,23/03/2025,23/03/2025,Sesión PSIA comunitario,3,21,4,19,7,12,4.0,3,"Herrera Carmona, Mónica",1,,11,1,9,,0,Municipio Metro,0,3,13,
5091,14/01/2025,14/01/2025,14/01/2025,Taller habilidades parentales,22,20,18,4,1,3,3.2,4,"Aguilar Gutiérrez, Diego",1,,17,1,13,,1,Municipio Metro,1,2,4,
5092,28/04/2024,28/04/2024,28/04/2024,Ed. grupal rehab. respiratoria,9,1,5,14,4,10,2.8,3,"Blanco Escribano, Eva",1,,3,1,2,4,1,Municipio Metro,1,9,3,
5093,06/10/2024,06/10/2024,06/10/2024,Taller pantallas y salud,20,27,14,13,5,8,2.2,4,"Díaz Ibáñez, Bernardo",1,,0,1,7,,0,Municipio Metro,1,1,5,
5094,27/06/2025,27/06/2025,27/06/2025,Escuela Pacientes - diabetes,13,12,17,6,1,5,2.4,4,"Molina Montilla, Clemente",0,5,,1,2,5,0,Granada,0,0,15,
5095,14/01/2025,14/01/2025,14/01/2025,Taller Forma Joven,1,3,25,5,2,3,1.7,2,"Urbano Jurado, Esperanza",0,3,,1,15,,0,Granada,0,4,15,
5096,22/05/2024,22/05/2024,22/05/2024,Escuela Pacientes - diabetes,8,12,10,12,4,8,2.9,2,"Pardo Urbano, Claudia",1,,11,0,2,,1,Municipio Metro,0,1,11,
5097,20/04/2024,20/04/2024,20/04/2024,Taller manejo situaciones crisis,23,28,18,14,5,9,1.2,2,"Ortega Pedrosa, Claudia",0,7,,1,13,,1,Granada,0,8,4,
5098,07/11/2025,07/11/2025,07/11/2025,Charla vacunas adultos,14,5,6,16,8,8,3.6,1,"Vergara Moreno, Carlos",0,2,,1,6,,2,Granada,1,2,13,
5099,20/11/2024,20/11/2024,20/11/2024,Ed. grupal diabetes tipo 2,22,4,9,12,5,7,2.2,1,"Montero Vargas, Elisa",0,13,,1,2,4,0,Granada,0,2,0,
5100,01/03/2024,01/03/2024,01/03/2024,Jornada salud comunitaria barrio,22,6,22,19,10,9,0.8,1,"Molina Domínguez, Andrea",1,,5,0,6,,2,Municipio Metro,0,9,11,
5101,23/02/2025,23/02/2025,23/02/2025,Charla higiene dental infantil,11,15,22,12,4,8,0.8,1,"Pedrosa Fuentes, Fátima",1,,20,0,7,,0,Municipio Metro,0,3,8,
5102,26/01/2024,26/01/2024,26/01/2024,Ed. grupal rehab. respiratoria,6,13,3,8,2,6,1.2,2,"Salas Navarrete, Yolanda",0,11,,1,2,4,1,Granada,0,1,2,
5103,02/10/2025,02/10/2025,02/10/2025,Taller salud comunitaria,22,2,25,30,7,23,2.7,2,"Herrera Soler, Pablo",0,0,,1,9,,1,Granada,0,4,10,
5104,10/03/2024,10/03/2024,10/03/2024,Taller GRUSE cuidadoras,8,15,10,7,2,5,3.2,2,"Montoya Roldán, Esperanza",0,1,,0,2,,1,Granada,0,7,11,
5105,15/09/2024,15/09/2024,15/09/2024,Escuela Pacientes - diabetes,7,10,10,7,3,4,3.4,3,"Arias Trujillo, Esther",0,2,,1,2,,0,Granada,0,3,10,
5106,20/09/2025,20/09/2025,20/09/2025,Ponencia salud mental,0,5,16,22,13,9,3.3,1,"Cano Laguna, Ramón",1,,1,1,6,,1,Municipio Metro,0,1,4,
5107,19/03/2025,19/03/2025,19/03/2025,Taller lactancia materna,5,25,10,7,2,5,2.1,3,"Tejada Ibáñez, Sofía",0,3,,0,2,,0,Granada,0,8,12,
5108,26/03/2025,26/03/2025,26/03/2025,Taller salud laboral,19,7,22,24,14,10,4.0,3,"Trujillo Navarro, Patricia",0,3,,1,6,,1,Granada,0,4,3,
5109,24/09/2025,24/09/2025,24/09/2025,Taller hipertensión,7,1,2,18,8,10,0.8,4,"Navarrete Laguna, Gracia",1,,2,1,2,5,1,Municipio Metro,0,3,1,
5110,02/10/2024,02/10/2024,02/10/2024,Sesión PSIA médico,14,27,6,10,5,5,3.1,3,"Rueda Muñoz, Dámaso",1,,14,1,6,,2,Municipio Metro,0,1,3,
5111,16/04/2025,16/04/2025,16/04/2025,Charla diabetes preventiva,19,25,6,11,6,5,0.8,1,"Contreras Vergara, Tomás",1,,1,0,6,,0,Municipio Metro,0,0,2,
5112,24/05/2024,24/05/2024,24/05/2024,Taller habilidades parentales,3,28,18,6,2,4,1.0,4,"Fernández Osuna, Emilio",1,,17,1,13,,1,Municipio Metro,0,0,9,
5113,19/08/2024,19/08/2024,19/08/2024,Charla actividad física y salud,4,1,19,10,3,7,1.9,4,"Escribano Álvarez, Gloria",0,4,,0,6,,0,Granada,1,3,4,
5114,03/04/2025,03/04/2025,03/04/2025,Sesión vacunas infantiles,23,23,14,20,9,11,1.8,1,"Lozano Millán, Lourdes",0,0,,0,7,,0,Granada,0,6,15,
5115,23/04/2024,23/04/2024,23/04/2024,Charla recursos sociales y salud,22,5,20,5,2,3,2.5,1,"Montoya Salinas, Eva",0,6,,1,13,,2,Granada,0,5,1,
5116,04/06/2024,04/06/2024,04/06/2024,Charla recursos sociales y salud,23,4,20,10,4,6,3.1,2,"Gutiérrez Millán, Concepción",1,,3,1,13,,0,Municipio Metro,0,7,13,
5117,27/03/2025,27/03/2025,27/03/2025,Ed. grupal EPOC/asma,11,17,16,15,3,12,2.2,4,"Chacón Heredia, Bernardo",1,,18,1,2,,0,Municipio Metro,0,9,12,
5118,03/07/2024,03/07/2024,03/07/2024,Taller movilidad articular,22,1,25,9,3,6,1.3,1,"Pérez Salinas, Isabel",1,,6,1,5,,1,Municipio Metro,0,0,12,
5119,04/08/2024,04/08/2024,04/08/2024,Sesión menopausia,11,16,2,11,3,8,1.1,3,"Fuentes Palomino, Esperanza",1,,7,0,2,2,2,Municipio Metro,0,0,12,
5120,15/05/2024,15/05/2024,15/05/2024,Charla prevención caídas mayores,23,21,16,21,8,13,1.9,2,"Quevedo Gutiérrez, Bernardo",1,,14,0,6,,2,Municipio Metro,0,2,9,
5121,13/11/2025,13/11/2025,13/11/2025,Educación maternal,5,8,16,7,3,4,3.7,2,"Toboso Domínguez, Ascensión",1,,5,1,2,,0,Municipio Metro,1,9,8,
5122,14/05/2025,14/05/2025,14/05/2025,Intervención social RELAS,17,20,14,7,3,4,2.0,3,"González Fernández, Isabel",0,0,,1,13,,0,Granada,0,2,0,
5123,24/09/2025,24/09/2025,24/09/2025,Ed. grupal EPOC/asma,9,4,9,8,2,6,3.2,3,"Arias Trujillo, Esther",1,,12,0,2,,0,Municipio Metro,0,5,8,
5124,08/03/2024,08/03/2024,08/03/2024,Taller GRUSE,23,10,16,12,3,9,0.8,3,"Núñez Mora, Clemente",1,,5,1,2,1,1,Municipio Metro,0,7,9,
5125,02/04/2024,02/04/2024,02/04/2024,Taller bienestar emocional,3,14,25,8,4,4,0.8,4,"Montoya Pérez, Manuela",0,9,,1,8,,0,Granada,0,8,10,
5126,10/11/2024,10/11/2024,10/11/2024,Sesión PSIA comunitario,3,21,4,15,3,12,2.2,1,"Navajas Santos, Juan",1,,16,1,9,,2,Municipio Metro,0,4,9,
5127,16/02/2024,16/02/2024,16/02/2024,Taller incontinencia urinaria,6,12,10,5,2,3,2.5,1,"Baena Cabello, Lucía",0,1,,0,2,,0,Granada,0,3,15,
5128,14/10/2025,14/10/2025,14/10/2025,Taller higiene postural,22,12,2,8,4,4,1.6,4,"Castillo Navajas, Gracia",1,,4,1,5,,2,Municipio Metro,1,5,3,
5129,10/12/2025,10/12/2025,10/12/2025,Sesión Forma Joven pediatría,23,1,14,11,6,5,2.7,2,"Ramos Peña, Ignacio",1,,11,0,7,,1,Municipio Metro,0,5,0,
5130,07/10/2024,07/10/2024,07/10/2024,Mapeo de activos comunitarios,22,4,25,24,11,13,1.8,2,"Gutiérrez Álvarez, Héctor",0,1,,0,6,,0,Granada,0,8,15,
5131,27/01/2024,27/01/2024,27/01/2024,Escuela Pacientes - diabetes,9,4,16,8,4,4,1.7,4,"Pascual Navarro, Elisa",1,,11,0,2,5,2,Municipio Metro,0,9,5,
5132,21/03/2024,21/03/2024,21/03/2024,Sesión menopausia,5,7,2,8,2,6,1.7,2,"Castillo Carmona, Lidia",1,,9,0,2,,0,Municipio Metro,0,6,13,
5133,21/09/2024,21/09/2024,21/09/2024,Rehabilitación cardiaca grupal,8,15,3,14,2,12,2.1,3,"Torres Suárez, Nerea",1,,3,1,2,,1,Municipio Metro,1,8,5,
5134,24/09/2025,24/09/2025,24/09/2025,Taller habilidades parentales,17,14,24,14,5,9,2.9,1,"Molina Castillo, Laura",1,,8,1,13,,0,Municipio Metro,1,2,4,
5135,24/01/2024,24/01/2024,24/01/2024,Sesión IG EPOC,11,13,9,9,4,5,2.7,3,"Redondo Millán, Paloma",0,7,,1,2,3,0,Granada,0,4,2,
5136,18/11/2025,18/11/2025,18/11/2025,Intervención media,22,23,6,5,2,3,2.5,4,"Hinojosa Martínez, Lourdes",1,,20,1,12,,0,Municipio Metro,0,3,5,
5137,04/02/2025,04/02/2025,04/02/2025,Taller primeros auxilios,21,4,11,15,4,11,2.9,3,"Herrera Contreras, Álvaro",1,,2,1,3,,2,Municipio Metro,0,1,9,
5138,08/12/2025,08/12/2025,08/12/2025,Escuela Pacientes - diabetes,7,16,16,10,2,8,2.1,1,"Gallego Vega, Isabel",0,12,,1,2,3,2,Granada,0,4,6,
5139,01/02/2024,01/02/2024,01/02/2024,Taller primeros auxilios,3,7,6,13,5,8,1.2,2,"Muñoz Linares, Nicolás",1,,14,1,15,,2,Municipio Metro,0,5,15,
5140,21/01/2025,21/01/2025,21/01/2025,Taller Forma Joven,1,9,7,10,5,5,1.4,2,"Urbano Jurado, Esperanza",0,12,,0,15,,1,Granada,0,6,15,
5141,11/04/2025,11/04/2025,11/04/2025,Taller hipertensión,7,12,3,8,3,5,0.8,2,"Salinas Rubio, Mercedes",1,,13,1,2,1,1,Municipio Metro,1,6,12,
5142,22/03/2024,22/03/2024,22/03/2024,Intervención familias vulnerables,17,5,20,4,2,2,3.0,2,"Gómez Soler, María",0,14,,1,13,,1,Granada,0,2,12,
5143,17/02/2024,17/02/2024,17/02/2024,Detección violencia de género,3,28,24,14,3,11,1.2,4,"Carmona Sánchez, Álvaro",1,,17,1,13,,2,Municipio Metro,0,3,15,
5144,21/04/2025,21/04/2025,21/04/2025,Sesión PSIA médico,4,25,8,15,8,7,0.8,3,"Arias Chacón, Rosa",0,7,,0,6,,0,Granada,0,5,15,
5145,26/01/2024,26/01/2024,26/01/2024,Sesión PIOBIN enfermería,23,8,9,17,8,9,1.4,4,"Núñez Mora, Clemente",1,,1,1,2,6,2,Municipio Metro,0,6,10,
5146,16/02/2025,16/02/2025,16/02/2025,Taller parentalidad positiva,23,15,22,23,6,17,2.6,3,"Escribano Crespo, Blanca",0,4,,0,7,,0,Granada,0,6,7,
5147,01/06/2025,01/06/2025,01/06/2025,Ed. grupal EPOC/asma,9,3,3,7,3,4,3.3,3,"Toboso Giménez, Paloma",1,,10,1,2,6,0,Municipio Metro,0,7,12,
5148,26/03/2024,26/03/2024,26/03/2024,Ed. grupal EPOC/asma,9,17,10,11,3,8,0.8,2,"Blanco Álvarez, Cristina",0,2,,1,2,5,2,Granada,1,7,15,
5149,06/05/2024,06/05/2024,06/05/2024,Sesión GRAFA,6,13,16,12,3,9,1.6,2,"Muñoz Urbano, Antonio",1,,12,1,2,1,0,Municipio Metro,0,3,15,
5150,23/01/2024,23/01/2024,23/01/2024,Sesión formativa interprofesional,23,6,11,6,2,4,1.1,4,"Iglesias Quevedo, Lorenzo",0,0,,1,4,,0,Granada,0,2,8,
5151,17/03/2024,17/03/2024,17/03/2024,Escuela Pacientes - diabetes,10,13,10,17,3,14,3.2,3,"Castillo Carmona, Lidia",0,12,,1,2,,2,Granada,1,8,0,
5152,23/11/2025,23/11/2025,23/11/2025,Jornada participación ciudadana,22,26,18,15,3,12,2.4,1,"Salas Luque, Victoria",0,11,,0,9,,0,Granada,1,8,8,
5153,28/08/2025,28/08/2025,28/08/2025,Rehabilitación cardiaca grupal,10,17,9,11,3,8,2.5,3,"Moreno Redondo, Sofía",1,,6,1,2,5,2,Municipio Metro,0,2,9,
5154,27/05/2024,27/05/2024,27/05/2024,Charla lactancia materna,11,15,21,14,6,8,3.3,1,"Medina Fernández, Inés",1,,15,0,7,,1,Municipio Metro,0,9,8,
5155,15/05/2024,15/05/2024,15/05/2024,Intervención familias vulnerables,23,14,20,5,2,3,2.1,2,"Pardo Chacón, Elisa",1,,14,1,13,,0,Municipio Metro,0,8,11,
5156,01/12/2025,01/12/2025,01/12/2025,Taller cuidadoras personas dependientes,5,3,2,16,5,11,2.0,1,"Espinosa Juárez, Lourdes",0,0,,1,2,1,2,Granada,0,0,13,
5157,15/06/2024,15/06/2024,15/06/2024,Ed. grupal EPOC/asma,8,13,10,7,2,5,2.3,2,"Olmedo Bravo, Amparo",1,,2,1,2,3,0,Municipio Metro,0,7,1,
5158,03/11/2025,03/11/2025,03/11/2025,Charla higiene dental infantil,20,27,14,20,9,11,1.4,2,"González Contreras, Esperanza",1,,4,1,7,,1,Municipio Metro,0,2,4,
5159,17/07/2024,17/07/2024,17/07/2024,Taller habilidades parentales,22,28,14,9,3,6,1.2,4,"Olmedo Medina, Marta",0,6,,1,13,,0,Granada,0,6,5,
5160,20/10/2025,20/10/2025,20/10/2025,Taller dolor crónico,10,15,16,7,2,5,3.9,4,"Muñoz Contreras, Juan",1,,4,1,2,2,1,Municipio Metro,0,7,1,
5161,09/02/2024,09/02/2024,09/02/2024,Sesión Forma Joven pediatría,23,3,14,12,4,8,2.4,2,"Navarrete Lara, Amelia",1,,13,1,7,,0,Municipio Metro,0,4,11,
5162,04/01/2025,04/01/2025,04/01/2025,Sesión IAHS,20,27,8,30,13,17,2.5,2,"Ibáñez Salas, Inés",1,,15,1,6,,0,Municipio Metro,0,6,7,
5163,08/12/2024,08/12/2024,08/12/2024,Sesión GRAFA,13,17,10,9,4,5,4.0,4,"Cantero Salinas, Marta",1,,13,1,2,5,2,Municipio Metro,0,8,5,
5164,03/04/2025,03/04/2025,03/04/2025,Sesión Forma Joven pediatría,11,23,8,8,4,4,1.7,4,"Campos Martínez, Alejandro",1,,4,1,7,,2,Municipio Metro,0,4,3,
5165,27/04/2025,27/04/2025,27/04/2025,Sesión coordinación PSIA,22,21,25,20,5,15,1.3,2,"Marín Cortés, Sandra",1,,15,1,9,,2,Municipio Metro,0,9,8,
5166,12/11/2024,12/11/2024,12/11/2024,Taller parentalidad positiva,20,1,14,18,7,11,2.9,1,"Herrera Vergara, Jorge",1,,4,0,7,,1,Municipio Metro,0,3,4,
5167,05/06/2025,05/06/2025,05/06/2025,Escuela Pacientes - EPOC,10,4,17,9,2,7,1.6,3,"Quintero Suárez, Nerea",1,,11,1,2,,2,Municipio Metro,0,0,8,
5168,26/05/2025,26/05/2025,26/05/2025,Educación maternal,23,12,10,11,3,8,2.6,2,"Arias Trujillo, Esther",0,6,,1,2,,0,Granada,0,8,4,
5169,11/01/2024,11/01/2024,11/01/2024,Intervención social RELAS,22,28,24,10,2,8,3.4,3,"Flores Santos, Mónica",0,6,,1,13,,1,Granada,0,7,15,
5170,14/05/2024,14/05/2024,14/05/2024,Charla tabaco,3,27,22,28,12,16,0.8,3,"Roldán Ramos, Roberto",0,5,,0,6,,1,Granada,1,0,7,
5171,09/12/2024,09/12/2024,09/12/2024,Taller habilidades parentales,23,5,20,15,6,9,1.3,2,"Soler Lara, Macarena",1,,20,1,13,,1,Municipio Metro,0,7,6,
5172,21/06/2024,21/06/2024,21/06/2024,Taller dolor crónico,7,15,2,8,3,5,3.3,3,"Torres Romero, Noelia",1,,1,0,2,6,2,Municipio Metro,0,7,9,
5173,04/09/2025,04/09/2025,04/09/2025,Intervención comunitaria barrio desfavorecido,20,4,25,11,3,8,0.7,4,"Palomino Quintero, Adriana",0,7,,1,9,,0,Granada,0,9,0,
5174,08/03/2024,08/03/2024,08/03/2024,Sesión GRAFA,9,8,9,13,3,10,1.5,3,"Montoya Lozano, Gracia",1,,12,1,2,1,2,Municipio Metro,0,7,11,
5175,02/05/2024,02/05/2024,02/05/2024,Ed. grupal EPOC/asma,11,16,3,18,4,14,3.2,3,"Herrera Marín, Concepción",1,,8,0,2,5,2,Municipio Metro,0,0,12,
5176,05/04/2025,05/04/2025,05/04/2025,Taller GRUSE cuidadoras,9,3,17,14,4,10,2.0,4,"Moya Pedrosa, Patricia",0,5,,1,2,,1,Granada,0,5,2,
5177,05/12/2025,05/12/2025,05/12/2025,Sesión PSIA médico,23,4,6,13,7,6,0.9,2,"Pedrosa Arias, Aurelio",0,7,,1,6,,2,Granada,0,0,8,
5178,14/04/2024,14/04/2024,14/04/2024,PSIA sesión grupal,19,14,22,24,11,13,2.3,2,"Iglesias Salas, Clemente",1,,13,0,6,,1,Municipio Metro,0,1,15,
5179,10/11/2025,10/11/2025,10/11/2025,Sesión IG EPOC,8,8,3,16,3,13,3.3,4,"Heredia Parra, Raquel",1,,3,1,2,2,1,Municipio Metro,0,8,4,
5180,17/05/2025,17/05/2025,17/05/2025,Taller dolor crónico,7,15,16,12,3,9,3.2,3,"Calvo Flores, Ana",1,,7,1,2,,2,Municipio Metro,1,2,2,
5181,09/01/2025,09/01/2025,09/01/2025,Taller actividad física infantil,23,20,21,8,4,4,3.5,2,"Pedrosa Fuentes, Fátima",1,,14,1,7,,0,Municipio Metro,0,2,5,
5182,27/07/2025,27/07/2025,27/07/2025,Ed. grupal diabetes tipo 2,10,12,5,11,5,6,3.8,3,"Espejo Moya, Rocío",0,13,,1,2,,1,Granada,0,8,3,
5183,12/02/2024,12/02/2024,12/02/2024,Charla prevención accidentes infancia,0,21,8,15,6,9,2.7,1,"Díaz Montoya, Esperanza",1,,10,1,7,,2,Municipio Metro,0,9,1,
5184,13/12/2024,13/12/2024,13/12/2024,Taller salud comunitaria,22,21,4,9,3,6,1.1,3,"Suárez Vargas, Rebeca",0,0,,1,9,,0,Granada,0,9,5,
5185,17/02/2025,17/02/2025,17/02/2025,Mapeo de activos comunitarios,0,25,19,16,5,11,2.5,4,"Ramos Juárez, Ramón",0,11,,1,6,,1,Granada,0,0,6,
5186,26/03/2025,26/03/2025,26/03/2025,Sesión GRAFA,13,16,5,12,2,10,1.3,2,"Jiménez Jurado, Beatriz",1,,15,0,2,,2,Municipio Metro,0,1,3,
5187,11/02/2024,11/02/2024,11/02/2024,Intervención riesgo conducta suicida,23,28,1,6,2,4,2.9,4,"Espinosa Navarrete, Laura",1,,17,1,13,,0,Municipio Metro,0,8,13,
5188,21/09/2024,21/09/2024,21/09/2024,Ed. grupal EPOC/asma,10,13,9,18,5,13,0.8,1,"Ruiz Navarrete, Irene",1,,14,1,2,1,0,Municipio Metro,0,9,7,
5189,27/09/2024,27/09/2024,27/09/2024,Charla lactancia materna,20,21,22,23,9,14,3.1,3,"Barrios Duarte, Claudia",0,13,,1,7,,1,Granada,0,5,13,
5190,16/02/2024,16/02/2024,16/02/2024,Sesión GRAFA,10,10,10,15,5,10,3.7,3,"Redondo Millán, Paloma",1,,2,1,2,,0,Municipio Metro,1,0,12,
5191,04/09/2025,04/09/2025,04/09/2025,Charla recursos sociales y salud,22,28,1,9,2,7,2.2,1,"Osuna Calvo, Felipe",1,,3,1,13,,0,Municipio Metro,1,9,5,
5192,23/03/2024,23/03/2024,23/03/2024,Taller cuidadoras personas dependientes,10,1,17,8,3,5,2.3,2,"Espejo Moya, Rocío",1,,16,1,2,,2,Municipio Metro,0,5,8,
5193,15/07/2024,15/07/2024,15/07/2024,Taller habilidades parentales,3,4,1,14,6,8,2.8,3,"Toboso Linares, Josefa",1,,10,1,13,,2,Municipio Metro,0,9,14,
5194,07/11/2025,07/11/2025,07/11/2025,Intervención social RELAS,22,28,18,4,1,3,2.7,1,"Guerrero Quevedo, Claudia",1,,8,1,13,,1,Municipio Metro,0,8,9,
5195,18/03/2024,18/03/2024,18/03/2024,Taller parentalidad positiva,20,3,21,12,4,8,3.8,1,"Navarrete Lara, Amelia",1,,0,1,7,,0,Municipio Metro,0,9,11,
5196,25/02/2025,25/02/2025,25/02/2025,Educación maternal,8,1,10,10,4,6,0.7,1,"Marín Núñez, Lidia",0,6,,0,2,3,1,Granada,0,9,14,
5197,04/11/2024,04/11/2024,04/11/2024,Taller pantallas y salud,0,15,21,23,12,11,3.5,2,"Iglesias Moya, Sara",1,,8,1,7,,0,Municipio Metro,0,0,2,
5198,15/10/2025,15/10/2025,15/10/2025,Taller alimentación infantil,0,15,14,13,6,7,1.5,4,"Ruiz García, Víctor",0,9,,0,7,,0,Granada,0,9,11,
5199,28/09/2025,28/09/2025,28/09/2025,Taller hipertensión,9,7,5,13,3,10,1.2,4,"Bravo Espejo, Sara",1,,15,1,2,,0,Municipio Metro,0,7,13,
5200,24/12/2024,24/12/2024,24/12/2024,Taller Forma Joven,23,3,25,4,1,3,1.1,1,"Chacón Ramos, Alejandro",1,,17,1,11,,2,Municipio Metro,0,7,5,
5201,02/04/2025,02/04/2025,02/04/2025,Ponencia jornada distrital,23,6,7,9,2,7,2.9,3,"Carrillo Tejada, Dolores",0,8,,1,15,,1,Granada,1,9,1,
5202,05/02/2025,05/02/2025,05/02/2025,Ponencia jornada distrital,22,1,25,3,1,2,1.6,1,"Peña Núñez, Hugo",0,6,,0,14,,0,Granada,0,3,14,
5203,25/12/2024,25/12/2024,25/12/2024,Charla tabaco,22,25,25,24,11,13,4.0,3,"Espinosa Gallego, Claudia",1,,20,0,6,,0,Municipio Metro,0,3,7,
5204,11/04/2024,11/04/2024,11/04/2024,Charla diabetes preventiva,3,4,8,21,10,11,3.6,1,"Escribano Quintero, Sara",1,,15,0,6,,0,Municipio Metro,0,8,14,
5205,25/04/2024,25/04/2024,25/04/2024,Taller incontinencia urinaria,22,1,9,12,2,10,0.9,3,"Cortés Lozano, Ana",0,3,,1,2,,1,Granada,0,0,6,
5206,21/12/2024,21/12/2024,21/12/2024,Charla prevención caídas,23,1,2,9,3,6,1.0,3,"Iglesias Espejo, Ángel",0,4,,1,5,,0,Granada,0,7,8,
5207,20/09/2024,20/09/2024,20/09/2024,Escuela Pacientes - EPOC,13,7,17,13,4,9,0.8,1,"Giménez Duarte, Diego",1,,7,1,2,3,0,Municipio Metro,0,5,9,
5208,02/10/2024,02/10/2024,02/10/2024,Charla vacunas adultos,4,14,6,19,9,10,2.6,1,"Vargas Urbano, Alberto",0,1,,1,6,,2,Granada,0,4,14,
5209,01/03/2024,01/03/2024,01/03/2024,Charla recursos sociales y salud,23,20,18,8,3,5,4.0,1,"Soler Lara, Macarena",0,13,,1,13,,0,Granada,0,9,12,
5210,15/04/2025,15/04/2025,15/04/2025,Taller actividad física infantil,11,21,14,20,10,10,0.8,4,"Redondo Ruiz, Sofía",0,0,,0,7,,0,Granada,0,6,13,
5211,02/10/2025,02/10/2025,02/10/2025,Rehabilitación cardiaca grupal,6,10,9,18,5,13,2.6,3,"Ramos Cantero, Lourdes",1,,9,1,2,,2,Municipio Metro,1,6,12,
5212,09/05/2025,09/05/2025,09/05/2025,Rehabilitación cardiaca grupal,6,4,5,17,5,12,2.5,4,"Calvo Flores, Ana",0,9,,1,2,,1,Granada,0,1,2,
5213,27/04/2024,27/04/2024,27/04/2024,Taller cesación tabáquica,11,13,3,13,3,10,0.8,4,"Redondo Millán, Paloma",1,,11,0,2,1,2,Municipio Metro,0,2,12,
5214,05/01/2024,05/01/2024,05/01/2024,Taller salud comunitaria,20,1,4,16,5,11,3.6,4,"Montilla Navajas, Raquel",1,,5,1,9,,0,Municipio Metro,0,5,6,
5215,05/01/2024,05/01/2024,05/01/2024,Ed. grupal diabetes tipo 2,13,7,5,9,4,5,2.5,2,"Medina Ruiz, Sonia",0,10,,1,2,1,0,Granada,0,9,3,
5216,23/12/2024,23/12/2024,23/12/2024,Charla EPOC y tabaco,20,1,7,27,14,13,3.2,2,"Prieto Suárez, Bernardo",1,,0,1,6,,1,Municipio Metro,0,3,6,
