record_id,fecha_de_inicio,fecha_de_fin,fecha_del_registro,nombre_de_la_actividad,tipo_de_actividad,qu_tem_tica_s_aborda_la_ac,en_qu_estrategia_plan_inte,asist_total,asist_hombres,asist_mujeres,n_mero_de_horas,n_mero_de_sesiones,apellidos_y_nombre,distrito0,unidad_asistencial,unidad_asistencial_2,sexo,categor_a_profesional,especialidad_de_enfermer_a,horario,localidad_donde_se_realiza,es_una_zona_desfavorecidas,lugar_de_realizaci_n_de_la,poblaci_n_destinataria
1862,11/01/2025,25/01/2025,12/01/2025,Sesión formativa: salud bucodental,22,23,25,15,5,10,5.4,3,"Martínez Aguilar, Cristina",1,,11,F,9,,0,La Zubia,0,11,6
1863,18/04/2024,06/06/2024,19/04/2024,PIOBIN,15,9,20,21,9,12,19.2,8,"Castro Martínez, Andrés",1,,11,M,2,1,1,La Zubia,0,3,12
1864,28/05/2024,28/05/2024,31/05/2024,Sesión clínica: tabaco,21,7,15,13,5,8,1.7,1,"Rodríguez Reyes, Alejandro",1,,11,M,6,,1,La Zubia,0,5,9
1865,05/07/2024,05/07/2024,07/07/2024,Actividad PS: uso medicamento,24,25,25,29,10,19,1.4,1,"Navarro Lara, Marta",1,,11,F,6,,0,La Zubia,0,1,14
1866,14/10/2025,04/11/2025,16/10/2025,Actividad PS: IRAS,24,14,15,20,5,15,5.6,4,"Díaz Alonso, Sergio",1,,12,M,11,,2,Las Gabias,1,4,6
1867,04/10/2024,25/10/2024,05/10/2024,GRUSE,13,20,8,25,13,12,6.4,4,"Reyes Díaz, Raquel",1,,12,F,13,,2,Las Gabias,1,3,15
1868,25/07/2024,25/07/2024,28/07/2024,Sesión formativa: otras temáticas,22,30,21,12,4,8,1.9,1,"Vega Aguilar, Concepción",1,,12,F,10,,2,Las Gabias,0,2,12
1869,25/12/2025,31/12/2025,25/12/2025,Mapeo de activos: higiene manos,18,11,23,40,22,18,5.4,3,"Fernández Navarro, Amparo",1,,12,F,3,,1,Las Gabias,0,3,5
1870,16/04/2025,21/05/2025,19/04/2025,Ponencia: prev. accidentes,20,21,2,28,11,17,16.8,6,"Pérez Ramos, Antonio",1,,12,M,12,,0,Las Gabias,0,6,12
1871,13/10/2025,13/10/2025,13/10/2025,Mesa informativa: higiene manos,19,11,10,17,9,8,1.1,1,"Flores Navarro, Isabel",1,,12,F,11,,0,Las Gabias,0,2,7
1872,27/03/2025,10/04/2025,28/03/2025,Actividad PS: enf. transmisibles,1,9,11,47,12,35,9.0,3,"Díaz Alonso, Sergio",1,,12,M,11,,0,Las Gabias,0,5,8
1873,28/01/2025,28/01/2025,01/02/2025,Actividad PS: envejecimiento,24,10,2,22,7,15,1.9,1,"Vega Aguilar, Concepción",1,,12,F,10,,2,Las Gabias,1,10,15
1874,22/05/2025,12/06/2025,26/05/2025,Actividad PS: consumo alcohol,4,6,5,11,5,6,6.0,4,"Martínez Sánchez, Roberto",1,,12,M,6,,0,Las Gabias,0,7,9
1875,20/05/2024,03/06/2024,20/05/2024,Actividad PS: prev. accidentes,1,21,9,41,14,27,7.8,3,"Fernández Navarro, Amparo",1,,12,F,3,,0,Las Gabias,0,3,3
1876,12/06/2024,18/09/2024,16/06/2024,IAHS,14,4,20,25,8,17,30.0,15,"Morales Rodríguez, Andrés",1,,12,M,2,4,2,Las Gabias,0,5,12
1877,18/01/2024,01/02/2024,23/01/2024,Reunión coordinación — envejecimiento,3,10,16,2,1,1,4.2,3,"Morales Rodríguez, Andrés",1,,12,M,2,4,0,Las Gabias,0,5,12
1878,02/05/2025,23/05/2025,04/05/2025,Ponencia: otras temáticas,20,30,22,81,23,58,11.2,4,"Pérez Ramos, Antonio",1,,12,M,12,,0,Las Gabias,0,1,1
1879,20/01/2025,10/02/2025,23/01/2025,Actividad PS: primeros auxilios,1,22,18,44,9,35,8.0,4,"Díaz Alonso, Sergio",1,,12,M,11,,2,Las Gabias,0,0,10
1880,13/09/2025,04/10/2025,14/09/2025,Actividad PS: primeros auxilios,24,22,6,22,6,16,4.8,4,"Díaz Alonso, Sergio",1,,12,M,11,,2,Las Gabias,0,9,13
1881,26/11/2024,03/12/2024,30/11/2024,Actividad PS: vacunación,1,27,9,95,37,58,3.4,2,"Flores Navarro, Isabel",1,,12,F,11,,2,Las Gabias,0,11,4
1882,21/11/2024,21/11/2024,25/11/2024,Reunión coordinación — prev. accidentes,3,21,13,6,2,4,1.6,1,"Vega Aguilar, Concepción",1,,12,F,10,,0,Las Gabias,0,6,10
1883,10/04/2024,19/06/2024,15/04/2024,GRUSE,13,6,20,23,11,12,22.0,11,"Reyes Díaz, Raquel",1,,12,F,13,,0,Las Gabias,0,14,5
1884,27/12/2025,27/12/2025,01/01/2026,Mesa informativa: primeros auxilios,19,22,21,17,5,12,0.9,1,"Díaz Alonso, Sergio",1,,12,M,11,,2,Las Gabias,0,14,8
1885,27/02/2025,27/02/2025,28/02/2025,Sesión formativa: prev. accidentes,22,21,25,17,6,11,1.9,1,"Fernández Navarro, Amparo",1,,12,F,3,,2,Las Gabias,0,3,10
1886,09/02/2024,09/02/2024,14/02/2024,Ponencia: otras temáticas,20,30,6,110,37,73,2.9,1,"Díaz Alonso, Sergio",1,,12,M,11,,2,Las Gabias,0,8,1
1887,06/12/2025,20/12/2025,09/12/2025,Actividad PS: higiene postural,24,12,11,7,2,5,4.2,3,"Vega Aguilar, Concepción",1,,12,F,10,,2,Las Gabias,0,4,2
1888,11/02/2025,25/02/2025,15/02/2025,Actividad PS: primeros auxilios,24,22,1,36,11,25,4.5,3,"Díaz Alonso, Sergio",1,,12,M,11,,0,Las Gabias,0,11,12
1889,15/05/2024,15/05/2024,20/05/2024,Reunión coordinación — prev. accidentes,3,21,2,10,3,7,1.2,1,"Vega Aguilar, Concepción",1,,12,F,10,,2,Las Gabias,0,1,1
1890,30/12/2025,31/12/2025,30/12/2025,Actividad PS: otras temáticas,24,30,17,15,8,7,7.6,4,"Pérez Ramos, Antonio",1,,12,M,12,,0,Las Gabias,0,13,11
1891,12/10/2025,09/11/2025,17/10/2025,Rehabilitación respiratoria,10,8,2,14,8,6,12.0,5,"Espinosa Suárez, Cristina",1,,12,F,5,,1,Las Gabias,0,10,1
1892,27/12/2025,31/12/2025,30/12/2025,PIOBIN,15,12,12,20,9,11,20.4,12,"Flores Fuentes, Raquel",1,,12,F,2,9,2,Las Gabias,0,4,0
1893,25/06/2024,25/06/2024,26/06/2024,Mesa informativa: prev. accidentes,19,21,22,57,29,28,0.8,1,"Díaz Alonso, Sergio",1,,12,M,11,,2,Las Gabias,0,10,5
1894,29/07/2024,29/07/2024,29/07/2024,Charla sobre parentalidad positiva,0,20,20,31,11,20,0.8,1,"Reyes Díaz, Raquel",1,,12,F,13,,0,Las Gabias,0,2,15
1895,13/01/2024,13/01/2024,13/01/2024,Actividad PS: higiene manos,1,11,4,29,6,23,1.1,1,"Fernández Navarro, Amparo",1,,12,F,3,,1,Las Gabias,0,12,8
1896,31/07/2025,07/08/2025,31/07/2025,Actividad PS: sexualidad,24,24,4,5,1,4,2.2,2,"Pérez Jiménez, Beatriz",1,,12,F,13,,1,Las Gabias,0,13,2
1897,13/04/2025,11/05/2025,16/04/2025,Taller de manejo enf. crónicas,23,16,20,15,5,10,14.0,5,"Pérez Jiménez, Beatriz",1,,12,F,13,,0,Las Gabias,0,7,13
1898,15/06/2024,03/08/2024,16/06/2024,GRUSE,13,14,15,9,2,7,20.0,8,"Reyes Díaz, Raquel",1,,12,F,13,,1,Las Gabias,1,14,12
1899,16/02/2024,16/02/2024,21/02/2024,Ponencia: prev. accidentes,20,21,24,84,38,46,1.6,1,"Vega Aguilar, Concepción",1,,12,F,10,,0,Las Gabias,0,7,14
1900,30/07/2025,30/07/2025,31/07/2025,Charla sobre higiene postural,0,12,15,25,6,19,1.0,1,"Espinosa Suárez, Cristina",1,,12,F,5,,2,Las Gabias,0,3,10
1901,26/11/2024,26/11/2024,27/11/2024,Mesa informativa: consumo alcohol,19,6,9,50,12,38,1.9,1,"Pérez Jiménez, Beatriz",1,,12,F,13,,2,Las Gabias,0,8,7
1902,10/01/2025,21/02/2025,12/01/2025,Grupo dolor crónico,6,13,2,21,7,14,16.1,7,"Espinosa Suárez, Cristina",1,,12,F,5,,1,Las Gabias,0,3,12
1903,06/04/2025,06/04/2025,10/04/2025,Actividad PS: bienestar emocional,24,4,25,35,11,24,1.4,1,"Reyes Díaz, Raquel",1,,12,F,13,,0,Las Gabias,0,6,6
1904,31/10/2025,31/12/2025,05/11/2025,Grupo EPOC/asma,8,8,21,16,7,9,20.8,13,"Flores Fuentes, Raquel",1,,12,F,2,9,2,Las Gabias,0,4,7
1905,28/06/2025,12/07/2025,29/06/2025,Sesión formativa: prev. accidentes,22,21,17,14,7,7,4.2,3,"Flores Navarro, Isabel",1,,12,F,11,,0,Las Gabias,0,1,10
1906,27/04/2024,04/05/2024,30/04/2024,Reunión coordinación — otras temáticas,3,30,15,7,3,4,2.4,2,"Pérez Ramos, Antonio",1,,12,M,12,,2,Las Gabias,0,4,10
1907,05/03/2024,05/03/2024,06/03/2024,Sesión clínica: vacunación,21,27,5,30,6,24,1.1,1,"Martínez Sánchez, Roberto",1,,12,M,6,,0,Las Gabias,0,12,12
1908,18/09/2025,06/11/2025,20/09/2025,IAHS,14,16,5,25,8,17,18.4,8,"Morales Rodríguez, Andrés",1,,12,M,2,4,1,Las Gabias,0,14,0
1909,27/08/2025,27/08/2025,01/09/2025,Charla sobre uso medicamento,0,25,17,19,9,10,1.6,1,"Medina Espinosa, Fernando",1,,12,M,6,,2,Las Gabias,0,6,10
1910,08/08/2025,22/08/2025,11/08/2025,Actividad PS: violencia género,24,28,17,23,7,16,5.7,3,"Reyes Díaz, Raquel",1,,12,F,13,,2,Las Gabias,0,5,0
1911,01/05/2025,15/05/2025,05/05/2025,Sesión formativa: manejo enf. crónicas,22,16,25,10,5,5,3.6,3,"Pérez Jiménez, Beatriz",1,,12,F,13,,2,Las Gabias,0,14,10
1912,06/11/2025,27/11/2025,08/11/2025,Actividad PS: primeros auxilios,24,22,1,8,4,4,5.6,4,"Díaz Alonso, Sergio",1,,12,M,11,,2,Las Gabias,0,1,7
1913,20/03/2025,27/03/2025,21/03/2025,Reunión coordinación — prev. accidentes,3,21,21,10,3,7,2.2,2,"Pérez Ramos, Antonio",1,,12,M,12,,0,Las Gabias,0,2,1
1914,24/01/2024,03/04/2024,26/01/2024,Grupo dolor crónico,6,8,8,10,5,5,17.6,11,"Espinosa Suárez, Cristina",1,,12,F,5,,1,Las Gabias,0,6,1
1915,23/11/2024,14/12/2024,25/11/2024,Actividad PS: higiene postural,1,12,7,92,25,67,8.0,4,"Pérez Ramos, Antonio",1,,12,M,12,,2,Las Gabias,0,7,3
1916,27/10/2025,17/11/2025,29/10/2025,Actividad PS: act. física,4,1,12,26,5,21,6.4,4,"Medina Espinosa, Fernando",1,,12,M,6,,0,Las Gabias,0,12,8
1917,17/07/2025,24/07/2025,21/07/2025,Taller de otras temáticas,23,30,14,14,7,7,3.2,2,"Medina Espinosa, Fernando",1,,12,M,6,,1,Las Gabias,0,10,0
1918,28/02/2024,28/02/2024,02/03/2024,Mesa informativa: prev. accidentes,19,21,22,54,25,29,1.8,1,"Díaz Alonso, Sergio",1,,12,M,11,,2,Las Gabias,1,7,3
1919,10/12/2025,10/12/2025,12/12/2025,Sesión formativa: enf. transmisibles,22,9,6,17,9,8,1.6,1,"Flores Navarro, Isabel",1,,12,F,11,,2,Las Gabias,0,11,15
1920,31/01/2024,20/03/2024,02/02/2024,Taller de conducta suicida,23,5,12,12,6,6,16.8,8,"Pérez Jiménez, Beatriz",1,,12,F,13,,1,Las Gabias,0,5,7
1921,26/12/2025,31/12/2025,26/12/2025,Taller de primeros auxilios,23,22,19,22,10,12,10.4,4,"Espinosa Suárez, Cristina",1,,12,F,5,,2,Las Gabias,0,7,14
1922,25/09/2024,02/10/2024,27/09/2024,Reunión coordinación — consumo alcohol,3,6,6,9,2,7,3.4,2,"Pérez Jiménez, Beatriz",1,,12,F,13,,2,Las Gabias,0,9,0
1923,21/01/2025,04/02/2025,24/01/2025,Ponencia: vacunación,20,27,3,57,26,31,6.6,3,"Medina Espinosa, Fernando",1,,12,M,6,,0,Las Gabias,0,12,1
1924,05/12/2025,05/12/2025,06/12/2025,Charla sobre violencia género,0,28,2,37,16,21,1.1,1,"Pérez Jiménez, Beatriz",1,,12,F,13,,0,Las Gabias,0,12,0
1925,25/03/2025,22/04/2025,25/03/2025,Actividad PS: otras temáticas,1,30,9,113,33,80,9.5,5,"Fernández Navarro, Amparo",1,,12,F,3,,1,Las Gabias,0,3,13
1926,07/07/2025,21/07/2025,12/07/2025,Actividad PS: otras temáticas,1,30,6,83,46,37,5.7,3,"Díaz Alonso, Sergio",1,,12,M,11,,0,Las Gabias,0,9,5
1927,19/11/2024,17/12/2024,24/11/2024,Ponencia: alimentación saludable,20,3,2,46,17,29,10.5,5,"Martínez Sánchez, Roberto",1,,12,M,6,,0,Las Gabias,0,4,2
1928,10/01/2024,10/01/2024,13/01/2024,Mesa informativa: violencia género,19,28,5,46,18,28,2.0,1,"Pérez Jiménez, Beatriz",1,,12,F,13,,0,Las Gabias,0,9,10
1929,01/02/2024,22/02/2024,05/02/2024,Actividad PS: manejo enf. crónicas,24,16,15,14,5,9,5.2,4,"Pérez Jiménez, Beatriz",1,,12,F,13,,0,Las Gabias,0,8,3
1930,07/03/2024,07/03/2024,08/03/2024,Actividad PS: higiene manos,1,11,17,56,20,36,2.2,1,"Díaz Alonso, Sergio",1,,12,M,11,,0,Las Gabias,0,5,4
1931,24/02/2025,10/03/2025,01/03/2025,Mapeo de activos: otras temáticas,18,30,3,8,3,5,4.5,3,"Díaz Alonso, Sergio",1,,12,M,11,,0,Las Gabias,0,1,14
1932,03/10/2024,10/10/2024,06/10/2024,Sesión formativa: otras temáticas,22,30,5,24,12,12,2.6,2,"Vega Aguilar, Concepción",1,,12,F,10,,1,Las Gabias,0,0,6
1933,07/06/2024,28/06/2024,07/06/2024,Actividad PS: higiene postural,24,12,8,23,8,15,5.2,4,"Vega Aguilar, Concepción",1,,12,F,10,,2,Las Gabias,1,0,4
1934,20/03/2025,20/03/2025,21/03/2025,Mesa informativa: primeros auxilios,19,22,8,33,9,24,1.2,1,"Flores Navarro, Isabel",1,,12,F,11,,1,Las Gabias,0,6,3
1935,28/06/2024,19/07/2024,03/07/2024,Ponencia: IRAS,20,14,8,41,11,30,10.8,4,"Díaz Alonso, Sergio",1,,12,M,11,,2,Las Gabias,0,14,11
1936,04/09/2025,18/12/2025,08/09/2025,PIOBIN,15,16,18,23,10,13,25.6,16,"Morales Rodríguez, Andrés",1,,12,M,2,4,1,Las Gabias,0,14,13
1937,21/01/2024,24/03/2024,24/01/2024,Grupo EPOC/asma,8,16,2,24,7,17,24.0,10,"Flores Fuentes, Raquel",1,,12,F,2,9,1,Las Gabias,0,1,2
1938,07/07/2024,07/07/2024,08/07/2024,Charla sobre uso medicamento,0,25,2,45,14,31,1.2,1,"Flores Ruiz, Laura",1,,13,F,6,,2,Loja,0,2,2
1939,30/09/2024,11/11/2024,04/10/2024,Taller de prev. accidentes,23,21,22,23,7,16,15.4,7,"Pérez López, Mónica",1,,13,F,7,,1,Loja,0,9,4
1940,15/06/2024,21/09/2024,19/06/2024,PITA,16,10,12,15,5,10,24.0,15,"Rodríguez Lara, Elena",1,,13,F,2,8,0,Loja,0,10,12
1941,17/08/2025,17/08/2025,22/08/2025,Mesa informativa: act. física,19,1,18,38,16,22,1.0,1,"Pérez López, Mónica",1,,13,F,7,,1,Loja,0,4,13
1942,13/07/2025,17/08/2025,17/07/2025,Rehabilitación respiratoria,10,22,24,9,6,3,10.2,6,"Rodríguez Lara, Elena",1,,13,F,2,8,0,Loja,0,0,7
1943,17/01/2024,21/02/2024,20/01/2024,Programa educación maternal,11,15,8,15,1,14,9.0,6,"Pérez López, Mónica",1,,13,F,7,,1,Loja,1,11,5
1944,15/11/2024,17/01/2025,19/11/2024,PITA,16,27,3,21,11,10,18.0,10,"Rodríguez Lara, Elena",1,,13,F,2,8,0,Loja,0,5,15
1945,18/10/2025,06/12/2025,21/10/2025,PSIA,17,20,1,8,2,6,16.0,8,"Reyes Ruiz, Juan",1,,13,M,2,9,0,Loja,0,0,9
1946,02/11/2024,25/01/2025,06/11/2024,Grupo cuidadoras,5,3,9,13,7,6,32.5,13,"Cabrera Gutiérrez, Amparo",1,,13,F,2,1,2,Loja,0,7,2
1947,02/12/2025,16/12/2025,04/12/2025,Actividad PS: violencia género,24,28,11,30,15,15,5.1,3,"Domínguez Suárez, Roberto",1,,13,M,8,,1,Loja,0,10,5
1948,10/02/2025,10/02/2025,13/02/2025,Charla sobre salud bucodental,0,23,18,56,11,45,1.9,1,"Reyes Suárez, Juan",1,,13,M,14,,1,Loja,0,3,12
1949,07/05/2025,07/05/2025,11/05/2025,Reunión coordinación — prev. accidentes,3,21,11,5,2,3,1.6,1,"Reyes Ruiz, Juan",1,,13,M,2,9,2,Loja,0,11,9
1950,06/02/2024,06/02/2024,06/02/2024,Actividad PS: bienestar emocional,24,4,13,12,5,7,1.9,1,"Aguilar Navarro, Carlos",1,,13,M,8,,1,Loja,0,8,14
1951,13/04/2024,25/05/2024,14/04/2024,Grupo diabetológico,7,11,21,14,3,11,14.7,7,"Cabrera Gutiérrez, Amparo",1,,13,F,2,1,0,Loja,0,4,11
1952,07/10/2025,31/12/2025,11/10/2025,Programa educación maternal,11,16,23,25,5,20,32.0,16,"Reyes Ruiz, Juan",1,,13,M,2,9,0,Loja,0,5,7
1953,14/08/2025,28/08/2025,19/08/2025,Actividad PS: sexualidad,24,24,14,5,2,3,3.0,3,"Aguilar Navarro, Carlos",1,,13,M,8,,1,Loja,0,13,1
1954,16/05/2024,23/05/2024,20/05/2024,Actividad PS: consumo alcohol,24,6,1,16,7,9,2.4,2,"Flores Ruiz, Laura",1,,13,F,6,,0,Loja,1,5,12
1955,06/05/2025,06/05/2025,10/05/2025,Mesa informativa: vacunación,19,27,10,35,12,23,1.1,1,"Reyes Suárez, Juan",1,,13,M,14,,1,Loja,0,2,12
1956,27/05/2024,05/08/2024,31/05/2024,Grupo EPOC/asma,8,8,14,21,5,16,20.9,11,"González Ortiz, Carmen",1,,13,F,2,9,0,Loja,0,9,2
1957,19/02/2024,22/04/2024,20/02/2024,Programa educación maternal,11,20,25,20,3,17,20.0,10,"Cabrera Gutiérrez, Amparo",1,,13,F,2,1,2,Loja,0,6,7
1958,05/10/2024,12/10/2024,06/10/2024,Sesión clínica: manejo enf. crónicas,21,16,16,11,4,7,2.6,2,"Rubio Moreno, Verónica",1,,13,F,4,,0,Loja,0,5,8
1959,13/10/2024,20/10/2024,18/10/2024,Sesión formativa: consumo alcohol,22,6,16,20,9,11,3.8,2,"Aguilar Navarro, Carlos",1,,13,M,8,,0,Loja,0,0,4
1960,16/11/2025,30/11/2025,20/11/2025,Sesión formativa: higiene postural,22,12,6,26,6,20,3.6,3,"Reyes Ruiz, Juan",1,,13,M,2,9,1,Loja,0,14,3
1961,22/12/2025,22/12/2025,24/12/2025,Mesa informativa: otras adicciones,19,18,12,57,25,32,1.4,1,"Rubio Moreno, Verónica",1,,13,F,4,,2,Loja,0,13,13
1962,03/08/2024,03/08/2024,04/08/2024,Charla sobre consumo alcohol,0,6,9,33,16,17,1.0,1,"Rubio Moreno, Verónica",1,,13,F,4,,2,Loja,0,13,13
1963,13/02/2024,13/02/2024,13/02/2024,Reunión coordinación — alimentación saludable,3,3,15,2,1,1,1.5,1,"Flores Ruiz, Laura",1,,13,F,6,,2,Loja,0,4,9
1964,23/11/2025,14/12/2025,25/11/2025,Reunión coordinación — bienestar emocional,3,4,8,6,3,3,5.6,4,"Aguilar Navarro, Carlos",1,,13,M,8,,0,Loja,0,5,13
1965,21/05/2025,21/05/2025,26/05/2025,Charla sobre consumo alcohol,0,6,9,29,9,20,1.4,1,"Aguilar Navarro, Carlos",1,,13,M,8,,2,Loja,0,5,15
1966,30/08/2025,30/08/2025,30/08/2025,Mesa informativa: voluntades vitales,19,29,19,59,20,39,2.0,1,"Flores Ruiz, Laura",1,,13,F,6,,2,Loja,0,12,1
1967,14/10/2025,28/10/2025,16/10/2025,Sesión clínica: alimentación saludable,21,3,1,6,2,4,3.3,3,"Flores Ruiz, Laura",1,,13,F,6,,2,Loja,0,5,5
1968,28/08/2024,18/09/2024,01/09/2024,Taller de voluntades vitales,23,29,5,23,8,15,6.0,4,"Aguilar Navarro, Carlos",1,,13,M,8,,2,Loja,0,13,7
1969,24/06/2025,16/09/2025,26/06/2025,Grupo dolor crónico,6,22,16,25,12,13,20.8,13,"Rodríguez Lara, Elena",1,,13,F,2,8,1,Loja,0,6,7
1970,23/07/2025,30/07/2025,25/07/2025,Reunión coordinación — voluntades vitales,3,29,4,4,1,3,2.0,2,"Reyes Pérez, Lucía",1,,13,F,2,4,2,Loja,0,5,13
1971,06/06/2025,06/06/2025,10/06/2025,Charla sobre uso medicamento,0,25,21,41,17,24,1.8,1,"Flores Ruiz, Laura",1,,13,F,6,,2,Loja,0,1,15
1972,04/03/2024,10/06/2024,07/03/2024,Grupo EPOC/asma,8,15,13,21,7,14,22.5,15,"González Ortiz, Carmen",1,,13,F,2,9,2,Loja,0,7,6
1973,18/10/2024,01/11/2024,18/10/2024,Sesión clínica: otras temáticas,21,30,6,18,8,10,5.4,3,"Rubio Moreno, Verónica",1,,13,F,4,,2,Loja,0,7,1
1974,04/07/2024,25/07/2024,04/07/2024,Reunión coordinación — otras formas fumar,3,19,12,7,3,4,4.0,4,"Rubio Moreno, Verónica",1,,13,F,4,,2,Loja,0,7,3
1975,01/01/2024,18/03/2024,02/01/2024,PSIA,17,10,8,9,1,8,27.6,12,"Cabrera Gutiérrez, Amparo",1,,13,F,2,1,1,Loja,0,8,12
1976,07/05/2024,23/07/2024,08/05/2024,Grupo dolor crónico,6,27,20,21,7,14,25.2,12,"Cabrera Gutiérrez, Amparo",1,,13,F,2,1,2,Loja,0,7,9
1977,21/07/2025,06/10/2025,25/07/2025,Grupo dolor crónico,6,4,14,10,2,8,27.6,12,"González Ortiz, Carmen",1,,13,F,2,9,2,Loja,0,12,7
1978,25/03/2025,10/06/2025,25/03/2025,Grupo EPOC/asma,8,1,15,15,4,11,28.8,12,"Reyes Ruiz, Juan",1,,13,M,2,9,2,Loja,0,9,1
1979,22/04/2024,22/04/2024,23/04/2024,Reunión coordinación — bienestar emocional,3,4,2,8,2,6,1.7,1,"Domínguez Suárez, Roberto",1,,13,M,8,,2,Loja,0,8,11
1980,10/09/2024,05/11/2024,14/09/2024,IAHS,14,3,21,8,3,5,19.8,9,"Pérez López, Mónica",1,,13,F,7,,2,Loja,0,14,8
1981,08/07/2024,05/08/2024,11/07/2024,Rehabilitación cardiaca,9,6,13,9,6,3,8.5,5,"Reyes Pérez, Lucía",1,,13,F,2,4,1,Loja,0,1,3
1982,07/08/2025,14/08/2025,09/08/2025,Reunión coordinación — sexualidad,3,24,11,2,1,1,2.6,2,"Domínguez Suárez, Roberto",1,,13,M,8,,1,Loja,0,12,15
1983,10/02/2025,10/02/2025,15/02/2025,Charla sobre vacunación,0,27,11,54,20,34,1.7,1,"Reyes Suárez, Juan",1,,13,M,14,,2,Loja,0,10,13
1984,05/09/2024,12/09/2024,06/09/2024,Reunión coordinación — bienestar emocional,3,4,2,9,3,6,3.2,2,"Domínguez Suárez, Roberto",1,,13,M,8,,0,Loja,0,2,14
1985,18/03/2024,18/03/2024,18/03/2024,Actividad PS: violencia género,24,28,22,28,12,16,1.5,1,"Aguilar Navarro, Carlos",1,,13,M,8,,1,Loja,0,0,3
1986,26/08/2024,26/08/2024,28/08/2024,Mesa informativa: uso medicamento,19,25,17,40,14,26,1.9,1,"Reyes Suárez, Juan",1,,13,M,14,,1,Loja,0,6,6
1987,02/01/2024,12/03/2024,07/01/2024,IAHS,14,22,9,21,7,14,23.1,11,"González Ortiz, Carmen",1,,13,F,2,9,2,Loja,0,0,10
1988,17/10/2024,21/11/2024,17/10/2024,PITA,16,20,18,22,9,13,11.4,6,"Reyes Ruiz, Juan",1,,13,M,2,9,0,Loja,0,9,15
1989,30/10/2025,31/12/2025,04/11/2025,GRUSE,13,29,5,25,11,14,27.2,16,"Aguilar Navarro, Carlos",1,,13,M,8,,1,Loja,0,6,1
1990,18/09/2025,18/12/2025,18/09/2025,Programa educación maternal,11,11,22,8,0,8,26.6,14,"González Ortiz, Carmen",1,,13,F,2,9,2,Loja,1,2,11
1991,31/12/2024,15/04/2025,31/12/2024,Grupo diabetológico,7,12,10,20,10,10,30.4,16,"González Ortiz, Carmen",1,,13,F,2,9,1,Loja,0,13,1
1992,29/04/2024,29/04/2024,03/05/2024,Actividad PS: otras adicciones,24,18,12,12,3,9,1.5,1,"Aguilar Navarro, Carlos",1,,13,M,8,,2,Loja,0,10,14
1993,30/09/2024,09/12/2024,04/10/2024,Grupo dolor crónico,6,21,11,12,5,7,17.6,11,"Cabrera Gutiérrez, Amparo",1,,13,F,2,1,0,Loja,0,4,11
1994,14/09/2025,07/12/2025,15/09/2025,Rehabilitación cardiaca,9,4,7,25,14,11,31.2,13,"Reyes Pérez, Lucía",1,,13,F,2,4,0,Loja,1,4,4
1995,20/10/2024,15/12/2024,21/10/2024,IAHS,14,1,15,9,4,5,18.9,9,"González Ortiz, Carmen",1,,13,F,2,9,1,Loja,0,4,7
1996,12/03/2024,02/04/2024,12/03/2024,PITA,16,27,19,14,3,11,10.0,4,"González Ortiz, Carmen",1,,13,F,2,9,0,Loja,0,0,12
1997,01/08/2025,08/08/2025,05/08/2025,Sesión clínica: alimentación saludable,21,3,24,7,3,4,2.2,2,"Reyes Suárez, Juan",1,,13,M,14,,2,Loja,0,1,14
1998,16/03/2025,23/03/2025,17/03/2025,Sesión formativa: manejo enf. crónicas,22,16,25,23,8,15,3.6,2,"Flores Ruiz, Laura",1,,13,F,6,,2,Loja,1,14,1
1999,15/01/2025,05/02/2025,19/01/2025,Taller de consumo alcohol,23,6,4,10,4,6,10.8,4,"Aguilar Navarro, Carlos",1,,13,M,8,,2,Loja,0,6,10
2000,04/01/2025,04/01/2025,04/01/2025,Sesión formativa: enf. transmisibles,22,9,5,25,11,14,1.7,1,"González Ortiz, Carmen",1,,13,F,2,9,2,Loja,0,3,6
2001,16/05/2024,11/07/2024,20/05/2024,IAHS,14,6,12,10,3,7,18.0,9,"Reyes Pérez, Lucía",1,,13,F,2,4,2,Loja,0,4,10
2002,14/01/2024,28/04/2024,16/01/2024,PSIA,17,7,18,20,4,16,33.6,16,"Reyes Ruiz, Juan",1,,13,M,2,9,2,Loja,0,2,7
2003,20/06/2025,20/06/2025,24/06/2025,Charla sobre envejecimiento,0,10,8,12,6,6,0.5,1,"Cabrera Gutiérrez, Amparo",1,,13,F,2,1,0,Loja,0,8,15
2004,08/12/2025,31/12/2025,09/12/2025,Rehabilitación respiratoria,10,16,10,15,9,6,30.0,12,"Reyes Pérez, Lucía",1,,13,F,2,4,0,Loja,0,7,2
2005,01/12/2025,08/12/2025,01/12/2025,Reunión coordinación — uso medicamento,3,25,6,9,4,5,3.0,2,"Rubio Moreno, Verónica",1,,13,F,4,,2,Loja,0,4,9
2006,19/11/2024,07/01/2025,23/11/2024,Grupo cuidadoras,5,1,1,13,3,10,18.4,8,"Reyes Pérez, Lucía",1,,13,F,2,4,2,Loja,0,12,1
2007,03/09/2025,01/10/2025,04/09/2025,Taller de voluntades vitales,23,29,25,27,6,21,13.5,5,"Flores Ruiz, Laura",1,,13,F,6,,2,Loja,0,11,6
